31.389042, 116.276219, 0.0000, 333229562399.4885, -13.7498
31.852625, 116.003258, 0.0000, 333253592606.8607, -4.6865
30.465305, 114.415860, 0.1793, 0.0000, 0.4994
31.389042, 116.276219, 0.0000, 333229562326.2663, -11.2044
31.389042, 116.276219, 0.0000, 333229528939.5723, -29.8785
31.389042, 116.276219, 0.0000, 333229328970.7465, -12.4773
30.491196, 114.366932, 0.3347, 0.0000, 1.2149
30.556906, 113.446095, 11.3087, 3.7102, -4.3953
30.227014, 114.914649, 0.2209, 0.0000, 1.7473
30.498620, 114.364878, 0.1942, 0.0000, -1.0814
31.389042, 116.276219, 0.0000, 333229362505.1552, -64.8724
30.542542, 113.446095, 11.2205, 3.5680, -5.2137
31.389042, 116.276219, 0.0000, 333229262423.2382, -11.0017
31.389042, 116.276219, 0.0000, 333229395708.3102, -11.4117
31.389042, 116.276219, 0.0000, 333229395800.5380, -13.4886
31.389042, 116.276219, 0.0000, 333229362375.6162, -19.3071
30.485016, 114.368385, 0.0000, 0.0000, -1.1481
31.389042, 116.276219, 0.0000, 333229362421.4301, 12.5224
31.389042, 116.276219, 0.0000, 333229329061.1745, -12.0672
31.389042, 116.276219, 0.0000, 333229129074.1631, -27.6393
31.389042, 116.276219, 0.0000, 333229395681.0318, -9.2582
31.389042, 116.276219, 0.0000, 333229395781.9324, -16.6941
31.389042, 116.276219, 0.0000, 333229429050.1536, -10.5850
31.389042, 116.276219, 0.0000, 333229362285.4883, -9.9431
31.389042, 116.276219, 0.0000, 333229362285.4884, -15.0858
31.389042, 116.276219, 0.0000, 333229262296.6392, -28.8333
31.389042, 116.276219, 0.0000, 333229362294.4111, -16.7842
31.389042, 116.276219, 0.0000, 333229362197.3606, -17.8791
31.389042, 116.276219, 0.0000, 333229362258.8400, 12.8533
31.389042, 116.276219, 0.0000, 333229328926.2827, -12.5472
30.496202, 114.365213, 0.2268, 0.0000, 0.8986
31.389042, 116.276219, 0.0000, 333229495606.9616, -10.0761
30.489067, 114.366652, 0.0000, 0.0000, -5.0167
31.389042, 116.276219, 0.0000, 333229328944.0083, -9.9769
30.487616, 114.368105, 0.2801, 0.0000, 1.0894
31.389042, 116.276219, 0.0000, 333229262287.7463, 10.1749
31.389042, 116.276219, 0.0000, 333229295728.4738, -9.6345
30.578943, 113.446095, 11.2661, 3.6780, -4.7006
31.389042, 116.276219, 0.0000, 333229262217.3242, -19.9445
31.389042, 116.276219, 0.0000, 333229328988.6722, -12.6868
31.389042, 116.276219, 0.0000, 333229528859.8973, 9.4362
30.563324, 113.446095, 11.3909, 3.8249, -6.0230
31.389042, 116.276219, 0.0000, 333229395627.0151, -9.9183
29.992129, 115.568523, 0.0000, 0.1098, -8.4946
30.541731, 114.368329, 0.0000, 0.0000, 0.7596
30.584860, 113.446095, 11.6311, 4.1752, -4.5127
