31.177554, 116.003258, 20.0000, 333262281650.5515, -19.5814
31.177497, 116.003258, 20.0000, 333260516965.7931, -22.9305
31.177554, 116.003258, 20.0000, 333260715684.0839, -18.6796
31.389042, 116.276219, 0.0000, 333229296070.2139, -35.2127
31.389042, 116.276219, 0.0000, 333229162334.5782, -51.3391
31.177497, 116.003258, 20.0000, 333259817629.7795, -24.6911
30.906211, 116.003258, 20.0000, 249942391820.4907, -31.1253
30.456515, 114.388768, 0.0000, 0.0001, -4.4366
31.389042, 116.276219, 0.0000, 333228829274.0457, -52.9655
31.177668, 116.003258, 0.0000, 333270744222.2371, -6.5534
31.177497, 116.003258, 20.0000, 333260683021.4192, -20.4399
31.177554, 116.003258, 20.0000, 333260082633.0487, -33.0222
31.177497, 116.003258, 20.0000, 333260782698.3238, -18.9370
31.177554, 116.003258, 20.0000, 333263014076.7411, -38.9911
31.177554, 116.003258, 20.0000, 333261915267.5399, -31.4763
31.177554, 116.003258, 20.0000, 333262947231.3387, -30.7462
30.453561, 114.388102, 0.0000, 0.0000, -3.7719
31.177497, 116.003258, 20.0000, 333259216226.5735, -32.1198
31.177611, 116.003258, 20.0000, 333263913249.3388, -29.4585
31.177554, 116.003258, 20.0000, 333260615687.7156, -31.2615
31.177554, 116.003258, 20.0000, 333263346960.3718, -33.5375
30.438252, 114.378882, 0.1780, 0.0000, -1.9281
30.717008, 114.570711, 20.0000, 333214267141.1252, -3.6341
31.177554, 116.003258, 20.0000, 333263113657.5069, -29.4151
31.177554, 116.003258, 20.0000, 333263013721.6425, -42.8129
31.177611, 116.003258, 20.0000, 333263913271.9891, -41.5683
31.177554, 116.003258, 20.0000, 333260182278.9724, -30.4457
30.578943, 113.446095, 16.9862, 18.8112, -22.0844
31.177611, 116.003258, 0.0000, 333268844616.4022, -39.1406
31.177497, 116.003258, 20.0000, 333258317520.8665, -25.3781
31.389042, 116.276219, 0.0000, 333228196140.4486, -49.1052
31.389042, 116.276219, 0.0000, 333228162817.1974, -71.6171
31.177554, 116.003258, 20.0000, 333259115672.9163, -22.2009
31.177554, 116.003258, 20.0000, 333261315066.9534, -21.6426
30.906325, 116.003258, 20.0000, 249954455070.5428, -32.6992
31.177554, 116.003258, 20.0000, 333260548769.9389, -45.8188
31.389042, 116.276219, 0.0000, 333227996029.6313, -109.0996
31.177554, 116.003258, 20.0000, 333260848192.9481, -27.8692
